web_url,headline,snippet,section_name
https://www.nytimes.com/interactive/2020/08/07/arts/design/hokusai-fuji.html,A Picture of Change for a World in Constant Motion,What a masterpiece of Japanese printmaking teaches us about the way images circulate. What a masterpiece of Japanese printmaking teaches us about the way images circulate.,Arts
https://www.nytimes.com/interactive/2020/06/26/arts/design/rosie-lee-tompkins-quilts.html,The Radical Quilting of Rosie Lee Tompkins,"A triumphal retrospective at the Berkeley Art Museum confirms her standing as one of the great American artists — transcending craft, challenging painting and reshaping the canon. A triumphal retrospective at the Berkeley Art Museum confirms her standing as one of the great American artists — transcending craft, challenging painting and reshaping the canon.",Arts
https://www.nytimes.com/interactive/2020/06/19/arts/black-photographers-self-portraits.html,Self-Portraits From Black Photographers Reflecting on America,"""I’ve found strength in being able to hold and see myself at this moment in time."" ""I’ve found strength in being able to hold and see myself at this moment in time.""",Arts
https://www.nytimes.com/interactive/2020/06/12/arts/design/robert-frank-americans.html,"A Portrait of America That Still Haunts, Decades Later","How, in a single photograph, Robert Frank captured the ongoing story of a divided nation. How, in a single photograph, Robert Frank captured the ongoing story of a divided nation.",Arts
https://www.nytimes.com/slideshow/2020/05/31/arts/christos-grand-projects.html,Christo and Jeanne-Claude’s Grand Projects,"The installations, often decades in the making and all of them temporary, required the cooperation of numerous people, many of whom had little interest in art. The installations, often decades in the making and all of them temporary, required the cooperation of numerous people, many of whom had little interest in art.",Arts
https://www.nytimes.com/interactive/2020/05/29/arts/skateboarding-nyc-lockdown.html,‘It’s Like I’m Floating’: Skating New York Under Lockdown,"For many skateboarders, this time of vacancy is also a moment of opportunity, even of liberation. For many skateboarders, this time of vacancy is also a moment of opportunity, even of liberation.",Arts
https://www.nytimes.com/interactive/2020/05/28/arts/design/thomas-eakins-gross-clinic.html,Taking Lessons From a Bloody Masterpiece,I’ve become obsessed with Thomas Eakins’s “The Gross Clinic.” Let me show you why. I’ve become obsessed with Thomas Eakins’s “The Gross Clinic.” Let me show you why.,Arts
https://www.nytimes.com/interactive/2020/05/18/arts/music/eminem-marshall-mathers-lp.html,Eminem’s ‘The Marshall Mathers LP’: Hear What Came Before and After,"On his second major-label album, the Detroit rapper provoked, joked, threatened and emoted. Twenty years later, listen to the songs that came first, and the ones he inspired. On his second major-label album, the Detroit rapper provoked, joked, threatened and emoted. Twenty years later, listen to the songs that came first, and the ones he inspired.",Arts
https://www.nytimes.com/interactive/2020/05/15/arts/design/ivan-brunetti-diary-project.html,"How to Observe Planet Earth, Through Comics and Kafka",An assignment for all of us to help capture an extraordinary time. An assignment for all of us to help capture an extraordinary time.,Arts
https://www.nytimes.com/interactive/2020/05/04/arts/best-stephen-king-books.html,The Essential Stephen King,"If you’ve never read his books, here’s where to start. If you’ve never read his books, here’s where to start.",Arts
https://www.nytimes.com/interactive/2020/05/01/arts/saturday-night-coronavirus.html,The New Saturday Night,"With billions of people staying home, the world is reinventing the weekend. With billions of people staying home, the world is reinventing the weekend.",Arts
https://www.nytimes.com/interactive/2020/04/15/arts/dutch-war-diaries.html,The Lost Diaries of War,"Volunteers are helping forgotten Dutch diarists of WWII to speak at last. Their voices, filled with anxiety, isolation and uncertainty, resonate powerfully today. Volunteers are helping forgotten Dutch diarists of WWII to speak at last. Their voices, filled with anxiety, isolation and uncertainty, resonate powerfully today.",Arts
https://www.nytimes.com/interactive/2020/03/19/arts/african-american-art-inspiration.html,35 Top African-American Artists on the Work That Inspires Them,"Kerry Washington on Beyoncé, Ta-Nehisi Coates on Kendrick Lamar, Oprah Winfrey on Toni Morrison. This is the black art that is defining the century. Kerry Washington on Beyoncé, Ta-Nehisi Coates on Kendrick Lamar, Oprah Winfrey on Toni Morrison. This is the black art that is defining the century.",Arts
https://www.nytimes.com/interactive/2020/03/06/arts/music/ny-piano-moving.html,The Miracle of Moving a Piano in New York City,How do you get a 800-pound grand piano up a narrow staircase in a Harlem townhouse? How do you get a 800-pound grand piano up a narrow staircase in a Harlem townhouse?,Arts
https://www.nytimes.com/interactive/2020/02/28/arts/design/ny-plastic-bag-ban.html,Take One Last Look at the (Many) Plastic Bags of New York,"With a new state ban going into effect, we bid farewell to the purple flower, the smiley face and the THANK YOU THANK YOU THANK YOU designs that have adorned city life for decades. With a new state ban going into effect, we bid farewell to the purple flower, the smiley face and the THANK YOU THANK YOU THANK YOU designs that have adorned city life for decades.",Arts
https://www.nytimes.com/interactive/2020/01/14/arts/television/jeopardy-champions-quiz.html,Can You Score Against the ‘Jeopardy!’ Best?,"Ken Jennings, James Holzhauer and Brad Rutter have been mastering the board in the “Jeopardy!” greatest of all time tournament, which resumes on Tuesday. See if you can answer the clues that all three of them have missed. Ken Jennings, James Holzhauer and Brad Rutter have been mastering the board in the “Jeopardy!” greatest of all time tournament, which resumes on Tuesday. See if you can answer the clues that all three of them have missed.",Arts
https://www.nytimes.com/interactive/2019/12/18/arts/music/my-chemical-romance-black-parade.html,Before & After ‘The Black Parade’,"My Chemical Romance's 2006 concept album combined punk, glam and Broadway. As the band ends a hiatus, we look back at the music that fueled it — and was inspired by it. My Chemical Romance's 2006 concept album combined punk, glam and Broadway. As the band ends a hiatus, we look back at the music that fueled it — and was inspired by it.",Arts
https://www.nytimes.com/interactive/2019/12/14/arts/television/SNL-history.html,"The ‘Saturday Night Live’ Stars Who Lasted, and the Ones Who Flamed Out","In honor of Eddie Murphy returning on Dec. 21 to host for the first time in 35 years, we plotted every official cast member’s time on the show. In honor of Eddie Murphy returning on Dec. 21 to host for the first time in 35 years, we plotted every official cast member’s time on the show.",Arts
https://www.nytimes.com/interactive/2019/12/06/arts/kids-games.html,Around the World in 5 Kids’ Games,"Hand-clapping games are played in schoolyards everywhere, in every language. Eventually they find their way to New York City. Hand-clapping games are played in schoolyards everywhere, in every language. Eventually they find their way to New York City.",Arts
https://www.nytimes.com/interactive/2019/12/02/arts/overheard-at-moma.html,39 Things We Overheard at the New MoMA,Listening in at the newly expanded Museum of Modern Art in Manhattan. Listening in at the newly expanded Museum of Modern Art in Manhattan.,Arts
https://www.nytimes.com/interactive/2019/11/24/arts/2010s-decade-end.html,33 Ways to Remember the 2010s,"A look back at what we watched, heard, read, liked and shared. A look back at what we watched, heard, read, liked and shared.",Arts
https://www.nytimes.com/interactive/2019/11/10/arts/television/what-to-stream.html,"Your Streaming Guide, in 6 Easy Questions","Netflix, Apple, Disney. Here’s a user guide to the services that will define your future: what to watch, where to watch it and what it will cost you. Netflix, Apple, Disney. Here’s a user guide to the services that will define your future: what to watch, where to watch it and what it will cost you.",Arts
https://www.nytimes.com/interactive/2019/10/25/arts/design/ebay-haunted-halloween.html,The Weird World of ‘Haunted’ eBay: ‘Purchase With Caution’,"An artist’s obsession with listings for the cursed, doomed and otherwise unexplained. An artist’s obsession with listings for the cursed, doomed and otherwise unexplained.",Arts
https://www.nytimes.com/interactive/2019/10/10/arts/TIK-TOK.html,48 Hours in the Strange and Beautiful World of TikTok,"The video app offers an endless scroll of creativity and goofing off, told in 15-second snippets. What did five critics see when they went down the rabbit hole? Art, artistry and a lot of dancing. The video app offers an endless scroll of creativity and goofing off, told in 15-second snippets. What did five critics see when they went down the rabbit hole? Art, artistry and a lot of dancing.",Arts
https://www.nytimes.com/interactive/2019/09/22/arts/television/emmy-awards-critics-chat.html,Emmy Awards Highlights and Analysis,"Tune into the Emmy Awards along with Dave Itzkoff, our pop culture reporter, and James Poniewozik and Margaret Lyons, our television critics, for live analysis of the awards. Tune into the Emmy Awards along with Dave Itzkoff, our pop culture reporter, and James Poniewozik and Margaret Lyons, our television critics, for live analysis of the awards.",Arts
https://www.nytimes.com/interactive/2019/09/13/arts/artport-storage-new-york.html,Step Inside New York’s Art Fortress,Nothing to see here! Nothing to see here!,Arts
https://www.nytimes.com/interactive/2019/09/11/arts/how-fan-culture-is-swallowing-democracy.html,How Fan Culture Is Swallowing Democracy,"Politicians have become pop icons, and constituents their fans. What does that mean for our politics? Politicians have become pop icons, and constituents their fans. What does that mean for our politics?",Arts
https://www.nytimes.com/interactive/2019/08/09/arts/music/jamaica-dancehall-queen.html,Men Used to Dominate Jamaican Dancehall. These Women Are Changing That.,"For most of its history, dancehall has been a male-dominated genre. Meet four of the women who are changing that. For most of its history, dancehall has been a male-dominated genre. Meet four of the women who are changing that.",Arts
https://www.nytimes.com/interactive/2019/08/01/arts/best-summer-friends.html,The Secret to Having the Best Summer Ever,"In Missouri, it’s friendship and roller skates. In Missouri, it’s friendship and roller skates.",Arts
https://www.nytimes.com/interactive/2019/07/19/arts/fitness-nyc-park.html,When N.Y.C. Is Your Gym: Meet the Athletes Redefining Fitness in the City’s Parks,"In New York, the calisthenics community is finding its rhythm. In New York, the calisthenics community is finding its rhythm.",Arts
https://www.nytimes.com/interactive/2019/07/17/arts/calm-app-sleep-meditation.html,The App That Tucks Me In at Night,"Every night, a stranger’s voice in my phone soothes me to sleep. I wanted to hear her in person. Every night, a stranger’s voice in my phone soothes me to sleep. I wanted to hear her in person.",Arts
https://www.nytimes.com/interactive/2019/07/15/arts/music/b52s-influences-playlist.html,Before & After ‘The B-52’s’,Listen to the sound of rock gobbling pop culture. Listen to the sound of rock gobbling pop culture.,Arts
https://www.nytimes.com/interactive/2019/07/05/arts/design/whitney-biennial-maps.html,Where Does Major American Art Come From? Mapping the Whitney Biennial.,"We mapped 3,600 artists from nearly a century of Whitney Biennials. We mapped 3,600 artists from nearly a century of Whitney Biennials.",Arts
https://www.nytimes.com/interactive/2019/06/07/arts/dance-dance-revolution.html,The Last Two Dance Dance Revolution Machines in Manhattan,D.D.R. first hit American arcades in 1999. These players still can’t get enough. D.D.R. first hit American arcades in 1999. These players still can’t get enough.,Arts
https://www.nytimes.com/interactive/2019/05/30/arts/dance/speaking-in-dance-martha-graham.html,Watch Martha Graham’s Dance of Empowerment,"In 1936, Graham choreographed this scorching response to the rise of fascism. In 1936, Graham choreographed this scorching response to the rise of fascism.",Arts
https://www.nytimes.com/interactive/2019/05/30/arts/dance/speaking-in-dance-showtime-faustin.html,Where Subway Dancers Practice Their Art,"“You are the center of your own world. Any space is important,” the Congolese choreographer Faustin Linyekula told members of It’s Showtime NYC. “You are the center of your own world. Any space is important,” the Congolese choreographer Faustin Linyekula told members of It’s Showtime NYC.",Arts
https://www.nytimes.com/interactive/2019/05/30/arts/dance/speaking-in-dance-rockettes.html,How the Rockettes Fall Like Dominoes,"Dancers fall. Sometimes, it’s intentional. Dancers fall. Sometimes, it’s intentional.",Arts
https://www.nytimes.com/interactive/2019/05/30/arts/dance/speaking-in-dance-lauren-lovette.html,When a Ballerina Gets to Be Goofy,"“Ballerinas never crash,” said Lauren Lovette, but, “I love falling to the floor.” “Ballerinas never crash,” said Lauren Lovette, but, “I love falling to the floor.”",Arts
https://www.nytimes.com/interactive/2019/05/22/arts/music/15-european-pop-acts-who-matter-right-now.html,"15 European Pop Acts You Might Not Know, but Should","European music is more than just the glitz of Eurovision. Turn on your sound to hear 15 of the region’s most important acts, musically and socially, right now. European music is more than just the glitz of Eurovision. Turn on your sound to hear 15 of the region’s most important acts, musically and socially, right now.",Arts
https://www.nytimes.com/interactive/2019/arts/television/game-of-thrones-watch-parties-finale.html,We Want to See Your ‘Game of Thrones’ Watch Parties,"We want to see how you celebrate the series finale. Will there be costumes, themed nibbles, a homemade Iron Throne? Maybe you’ve been having watch parties with the same friends for many years. We want to see how you celebrate the series finale. Will there be costumes, themed nibbles, a homemade Iron Throne? Maybe you’ve been having watch parties with the same friends for many years.",Arts
https://www.nytimes.com/interactive/2019/05/03/arts/music/riot-grrrl-playlist.html,Riot Grrrl United Feminism and Punk. Here’s an Essential Listening Guide.,"Bikini Kill, Heavens to Betsy, Tribe 8 and more: Hear 25 songs that fueled a rock revolution. Bikini Kill, Heavens to Betsy, Tribe 8 and more: Hear 25 songs that fueled a rock revolution.",Arts
https://www.nytimes.com/interactive/2019/04/18/arts/design/bauhaus-100-architecture.html,Bauhaus at 100,"A century after its founding, see where the school’s architectural legacy stands in 7 countries around the world. A century after its founding, see where the school’s architectural legacy stands in 7 countries around the world.",Arts
https://www.nytimes.com/interactive/2019/04/12/arts/dance/dance-photography-archives.html,Perpetual Motion,A Journey Through Dance Photography From the New York Times Archives A Journey Through Dance Photography From the New York Times Archives,Arts
https://www.nytimes.com/interactive/2019/04/10/arts/design/tolkien-party-hobbits-morgan-library.html,Pointy Ears and Hairy Feet: Who Wore It Best at the Tolkien Party?,Nearly 700 fans of Tolkien’s fantasies gathered for a costumed celebration at the Morgan Library & Museum in New York. Nearly 700 fans of Tolkien’s fantasies gathered for a costumed celebration at the Morgan Library & Museum in New York.,Arts
https://www.nytimes.com/interactive/2019/03/29/arts/design/affordable-art-weekend-new-york.html,Inexpensive Inspiration at the Affordable Art Fair NYC,"This weekend at the Affordable Art Fair in Chelsea, where prices begin at $100, seasoned buyers and novices look for new pieces for their collections — or just immerse themselves in creativity. This weekend at the Affordable Art Fair in Chelsea, where prices begin at $100, seasoned buyers and novices look for new pieces for their collections — or just immerse themselves in creativity.",Arts
https://www.nytimes.com/interactive/2019/arts/game-of-thrones.html,‘Game of Thrones’ Season 8: The Ultimate Guide,"An obsessive’s guide to the final season of “Game of Thrones.” Join us for complete episode recaps, deep dives into past twists and tributes to characters we loved (and lost). Season 8 is here. An obsessive’s guide to the final season of “Game of Thrones.” Join us for complete episode recaps, deep dives into past twists and tributes to characters we loved (and lost). Season 8 is here.",Arts
https://www.nytimes.com/interactive/2019/03/14/arts/design/hudson-yards-nyc.html,"Hudson Yards Is Manhattan’s Biggest, Newest, Slickest Gated Community. Is This the Neighborhood New York Deserves?",Hudson Yards presented the city with a grand opportunity to remake Manhattan’s West Side. But what has arrived? A review of the most ambitious private development in New York in a century. Hudson Yards presented the city with a grand opportunity to remake Manhattan’s West Side. But what has arrived? A review of the most ambitious private development in New York in a century.,Arts
https://www.nytimes.com/interactive/2019/03/10/arts/museum-art-quiz.html,Clean House to Survive? Museums Confront Their Crowded Basements,"With storage spaces filled with works that may never be shown, some museums are rethinking the way they collect art, and at least one is ranking what it owns. With storage spaces filled with works that may never be shown, some museums are rethinking the way they collect art, and at least one is ranking what it owns.",Arts
https://www.nytimes.com/interactive/2017/arts/game-of-thrones-signup.html,Watch the Final Season of ‘Game of Thrones’ With Us,"Want exclusive “Thrones” interviews and news, as well as the internet’s best articles on that week’s episode? Sign up for our Season 8 newsletter here. Want exclusive “Thrones” interviews and news, as well as the internet’s best articles on that week’s episode? Sign up for our Season 8 newsletter here.",Arts
https://www.nytimes.com/slideshow/2019/02/25/arts/oscar-winners-and-more-from-the-91st-academy-awards.html,Oscar Winners and More From the 91st Academy Awards,"The winners, performances and moments of the 2019 Oscars. The winners, performances and moments of the 2019 Oscars.",Arts
https://www.nytimes.com/slideshow/2019/02/11/arts/music/grammy-performances.html,Grammy Performances,"Diana Ross, Post Malone, Janelle Monáe and more performed at the 61st annual Grammy Awards. Diana Ross, Post Malone, Janelle Monáe and more performed at the 61st annual Grammy Awards.",Arts
https://www.nytimes.com/interactive/2019/arts/television/best-drama-series.html,The 20 Best TV Dramas Since ‘The Sopranos’,It’s been 20 years since those ducks landed in Tony’s pool. A flock of extraordinary shows followed. These are the best dramas since 1999. It’s been 20 years since those ducks landed in Tony’s pool. A flock of extraordinary shows followed. These are the best dramas since 1999.,Arts
https://www.nytimes.com/interactive/2018/12/20/arts/music/new-pop-music.html,How a New Kind of Pop Star Stormed 2018,"Streaming has helped revolutionize pop (again). Old stars are dimming and breakout artists from what were once regarded as subgenres — BTS, Bad Bunny, Post Malone — are redefining the sound of America. Streaming has helped revolutionize pop (again). Old stars are dimming and breakout artists from what were once regarded as subgenres — BTS, Bad Bunny, Post Malone — are redefining the sound of America.",Arts
https://www.nytimes.com/interactive/2018/arts/gift-guide-2018-arts.html,2018 Holiday Gift Guide: Arts & Leisure,The New York Times and Wirecutter bring you this indispensable guide to the best gifts of the holiday season. Browse by interest or price; we promise you’ll find something nice. The New York Times and Wirecutter bring you this indispensable guide to the best gifts of the holiday season. Browse by interest or price; we promise you’ll find something nice.,Arts
https://www.nytimes.com/slideshow/2018/11/12/arts/stan-lee.html,Stan Lee,"Stan Lee was for many the embodiment of Marvel Comics, if not comic books in general. Stan Lee was for many the embodiment of Marvel Comics, if not comic books in general.",Arts
https://www.nytimes.com/interactive/2018/11/09/arts/nora-ephron-rom-com-dialogue.html,How Nora Ephron Set the Bar for Rom-Com Dialogue,“When Harry Met Sally” is a rare rom-com whose intimacy is utterly convincing. Eleanor Stanford explains how Nora Ephron makes us believe. “When Harry Met Sally” is a rare rom-com whose intimacy is utterly convincing. Eleanor Stanford explains how Nora Ephron makes us believe.,Arts
https://www.nytimes.com/interactive/2018/10/19/arts/music/miseducation-lauryn-hill-kids.html,"‘The Miseducation of Lauryn Hill’ Kids, 20 Years Later","A room full of children, one teacher and a conversation about love. Lauryn Hill’s debut solo album was filled with memorable interludes. Here’s what six of those voices have to say now. A room full of children, one teacher and a conversation about love. Lauryn Hill’s debut solo album was filled with memorable interludes. Here’s what six of those voices have to say now.",Arts
https://www.nytimes.com/interactive/2018/09/17/arts/television/emmy-awards-critics-chat.html,2018 Emmy Awards Analysis,Our television critics James Poniewozik and Margaret Lyons and reporter Dave Itzkoff watched the 70th Primetime Emmy Awards and provided their analysis of the show and winners. Our television critics James Poniewozik and Margaret Lyons and reporter Dave Itzkoff watched the 70th Primetime Emmy Awards and provided their analysis of the show and winners.,Arts
https://www.nytimes.com/slideshow/2018/09/07/arts/music/acid-house-fliers-out-of-the-archive.html,"Acid House Fliers, Out of the Archive","via, Phatmedia.co.uk via, Phatmedia.co.uk",Arts
https://www.nytimes.com/interactive/2019/arts/nyc-arts-calendar.html,The Culture Calendar,"Add an event to your calendar, email it to a friend or subscribe here to receive our monthly updates. Add an event to your calendar, email it to a friend or subscribe here to receive our monthly updates.",Arts
https://www.nytimes.com/interactive/2018/arts/ask-watching-email-call.html,Are you looking for your next great TV love?,"(Or your next great show divorce?) Margaret Lyons is here to help. Send in a question to <a href=""mailto:watching@nytimes.com?subject=Ask%20Watching (Or your next great show divorce?) Margaret Lyons is here to help. Send in a question to <a href=""mailto:watching@nytimes.com?subject=Ask%20Watching",Arts
https://www.nytimes.com/interactive/2018/08/21/arts/design/melbourne-moma-new-york-quiz.html,"New York, Melbourne or Both? Test Your Knowledge","As a MoMA exhibition continues in Melbourne, Australia, we thought we’d test how well the two cities really know each other. Think you’re pretty global? Take the quiz and see. As a MoMA exhibition continues in Melbourne, Australia, we thought we’d test how well the two cities really know each other. Think you’re pretty global? Take the quiz and see.",Arts
https://www.nytimes.com/interactive/2018/08/20/arts/coco-scene.html,Why You Cried at the End of ‘Coco’,"When the song “Remember Me” plays at the end of “Coco,” everyone cries. Aisha Harris explains why the moment is so powerful. When the song “Remember Me” plays at the end of “Coco,” everyone cries. Aisha Harris explains why the moment is so powerful.",Arts
https://www.nytimes.com/interactive/2018/08/20/arts/robin-williams-bit.html,How Robin Williams Made a Joke Both Funny and Sad,"In a 1986 comedy special, Robin Williams performed a routine about his relationship with his 3-year-old son. Dave Itzkoff explains why it's so extraordinary — and revealing. In a 1986 comedy special, Robin Williams performed a routine about his relationship with his 3-year-old son. Dave Itzkoff explains why it's so extraordinary — and revealing.",Arts
https://www.nytimes.com/interactive/2018/08/20/arts/met-buddha-sculpture.html,Is This the Most Powerful Sculpture at the Met?,"In a corner of the Met Museum, a hand looms out of the darkness. Holland Cotter shows us why one small statue has captured his heart. In a corner of the Met Museum, a hand looms out of the darkness. Holland Cotter shows us why one small statue has captured his heart.",Arts
https://www.nytimes.com/interactive/2018/08/16/arts/music/madonna-birthday-impact.html,60 Times Madonna Changed Our Culture,"Power. Innovation. Identity. Madonna has blended all of these and much more into a singular career in music, fashion, movies and beyond. For her 60th birthday, we assessed her broad and deep influence. Power. Innovation. Identity. Madonna has blended all of these and much more into a singular career in music, fashion, movies and beyond. For her 60th birthday, we assessed her broad and deep influence.",Arts
https://www.nytimes.com/interactive/2018/07/23/arts/pose-soundtrack.html,How One Great Song Can Transform a Love Scene,"In “Pose,” Angel and Stan’s love affair unfolds to a Kate Bush hit. Wesley Morris shows us why it’s an inspired choice. In “Pose,” Angel and Stan’s love affair unfolds to a Kate Bush hit. Wesley Morris shows us why it’s an inspired choice.",Arts
https://www.nytimes.com/interactive/2018/07/23/arts/christine-and-the-queens-dance-girlfriend.html,How One Striking Music Video Bends Gender and Genre,"In “Girlfriend,” Christine and the Queens redefines macho, evoking the styles of Gene Kelly and “Magic Mike.” Gia Kourlas shows us the power of her moves. In “Girlfriend,” Christine and the Queens redefines macho, evoking the styles of Gene Kelly and “Magic Mike.” Gia Kourlas shows us the power of her moves.",Arts
https://www.nytimes.com/interactive/2018/07/23/arts/good-fight-title-sequence.html,Why You Should Never Skip the Opening Credits,Things explode in the title sequence of “The Good Fight.” James Poniewozik shows us why it’s an absurdly perfect 90 seconds of TV. Things explode in the title sequence of “The Good Fight.” James Poniewozik shows us why it’s an absurdly perfect 90 seconds of TV.,Arts
https://www.nytimes.com/interactive/2018/07/03/arts/fireworks.html,A Watcher’s Guide to the New York City Fireworks,"See how 75,000 shells become the nation’s largest Fourth of July display. See how 75,000 shells become the nation’s largest Fourth of July display.",Arts
https://www.nytimes.com/interactive/2018/06/28/arts/metoo-movement-stories.html,How Saying #MeToo Changed Their Lives,"Months after accusing powerful men of sexual abuse and harassment, Ashley Judd, Gwyneth Paltrow and 18 others reveal what happened afterward. Months after accusing powerful men of sexual abuse and harassment, Ashley Judd, Gwyneth Paltrow and 18 others reveal what happened afterward.",Arts
